ESVs,Subject,species,Subject Taxonomy ID,identity,Coverage,evalue,bitscore,Source,Taxonomy
Otu7337,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,94.737,100,3.48E-145,503,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7338,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,91.95,99,1.28E-129,451,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7339,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,95.356,99,5.78E-148,512,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7340,Amphistegina_papillosa_Spermonde_3741,Amphistegina_papillosa_Spermonde_3741,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7341,Entzia_macrescens_13533,Entzia_macrescens_13533,N/A,83.387,96,6.26E-78,279,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7343,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,94.427,99,5.82E-143,496,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7344,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,94.427,100,1.62E-143,497,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7345,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,95.356,100,5.76E-148,512,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7347,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,96.914,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7348,Amphistegina_lobifera,Amphistegina_lobifera,N/A,95.356,100,1.61E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7349,Amphistegina_lessonii,Amphistegina_lessonii,N/A,94.154,100,7.53E-142,492,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7350,Amphistegina_lessonii,Amphistegina_lessonii,N/A,97.205,99,5.70E-158,545,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7351,Operculina_ammonoides,Operculina_ammonoides,N/A,95.046,100,2.69E-146,507,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7352,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7353,Heterostegina_depressa_sp2_Spermonde,Heterostegina_depressa_sp2_Spermonde,N/A,94.737,100,3.48E-145,503,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7354,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7355,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,96.894,99,2.65E-156,540,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7356,Planorbulinella_sp._17893,Planorbulinella_sp._17893,N/A,96.914,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7357,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,95.611,99,5.78E-148,512,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7358,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,95.046,99,2.69E-146,507,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7359,Amphistegina_papillosa_Spermonde_3741,Amphistegina_papillosa_Spermonde_3741,N/A,95.356,100,1.61E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7360,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,95.077,100,7.48E-147,508,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7361,Borelis_schlumbergeri_3737_Spermonde,Borelis_schlumbergeri_3737_Spermonde,N/A,96.262,100,2.05E-152,527,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7362,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,95.556,98,1.24E-144,501,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7363,Peneroplis_sp1_Spermonde,Peneroplis_sp1_Spermonde,N/A,96.573,100,4.41E-154,532,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7364,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7365,Heterostegina_depressa_sp2_Spermonde,Heterostegina_depressa_sp2_Spermonde,N/A,95.597,98,2.08E-147,510,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7366,Operculina_sp_5195_Spermonde,Operculina_sp_5195_Spermonde,N/A,94.737,100,1.25E-144,501,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7367,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,95.046,100,7.48E-147,508,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7368,Peneroplis_sp1_Spermonde,Peneroplis_sp1_Spermonde,N/A,94.025,99,4.50E-139,483,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7369,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,96.875,99,1.23E-154,534,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7370,Amphistegina_papillosa_Spermonde_3741,Amphistegina_papillosa_Spermonde_3741,N/A,93.808,100,3.50E-140,486,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7371,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,95.975,100,7.42E-152,525,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7372,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7373,Heterostegina_depressa_Rik_9421_consensus0_1426_Israel,Heterostegina_depressa_Rik_9421_consensus0_1426_Israel,N/A,98.428,98,2.04E-162,560,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7374,Pyrgo_Rik_9347_consensus0_1557,Pyrgo_Rik_9347_consensus0_1557,N/A,87.692,100,2.85E-106,374,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7375,Amphistegina_lessonii_5174,Amphistegina_lessonii_5174,N/A,96.904,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7376,Amphistegina_lobifera,Amphistegina_lobifera,N/A,95.666,100,3.45E-150,520,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7377,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,95.312,99,7.48E-147,508,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7378,Borelis_schlumbergeri_3737_Spermonde,Borelis_schlumbergeri_3737_Spermonde,N/A,96.904,100,2.65E-156,540,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7379,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,96.541,98,2.06E-152,527,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7380,Calcarina_sp._5164_Spermonde,Calcarina_sp._5164_Spermonde,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7381,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,97.419,96,2.06E-152,527,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7382,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,97.523,100,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7383,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,94.118,100,7.53E-142,492,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7384,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,91.385,100,7.69E-127,442,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7385,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,93.789,99,1.26E-139,484,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7386,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,93.831,96,5.85E-133,462,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7388,Sorites_sp2_Spermonde,Sorites_sp2_Spermonde,N/A,99.338,94,1.57E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7389,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7390,Amphistegina_lobifera,Amphistegina_lobifera,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7391,Peneroplis_sp2_&_Peneroplis_pertusus_5117_&_Dendritina_ambigua_Spermonde,Peneroplis_sp2_&_Peneroplis_pertusus_5117_&_Dendritina_ambigua_Spermonde,N/A,99.007,94,7.32E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7392,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,99.671,94,2.63E-161,556,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7393,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,97.523,100,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7394,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,97.523,100,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7395,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,96.285,100,1.60E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7396,Borelis_schlumbergeri_3737_Spermonde,Borelis_schlumbergeri_3737_Spermonde,N/A,95.016,100,9.61E-146,505,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7397,Borelis_schlumbergeri_3737_Spermonde,Borelis_schlumbergeri_3737_Spermonde,N/A,97.46,98,9.47E-156,538,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7398,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,96.855,98,4.44E-154,532,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7399,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,89.198,100,3.63E-115,403,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7400,Sorites_sp_Rik_9395_9409_9410_Israel,Sorites_sp_Rik_9395_9409_9410_Israel,N/A,97.351,94,1.60E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7401,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,95.046,100,7.48E-147,508,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7402,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,95.298,99,2.69E-146,507,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7403,Amphisorus_Rik_9393_9396_&_Biloculina_Rik_9439,Amphisorus_Rik_9393_9396_&_Biloculina_Rik_9439,N/A,92.744,99,7.59E-132,459,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7404,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7405,Textularid_Rik_9398_consensus128_73,Textularid_Rik_9398_consensus128_73,N/A,91.781,91,1.00E-115,405,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7406,Peneroplis_sp2_&_Peneroplis_pertusus_5117_&_Dendritina_ambigua_Spermonde,Peneroplis_sp2_&_Peneroplis_pertusus_5117_&_Dendritina_ambigua_Spermonde,N/A,100,94,7.27E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7407,Sorites_sp1_Spermonde,Sorites_sp1_Spermonde,N/A,98.344,94,1.59E-153,531,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7408,Amphistegina_lobifera,Amphistegina_lobifera,N/A,95.356,100,1.61E-148,514,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7409,Operculina_ammonoides,Operculina_ammonoides,N/A,95.666,100,1.24E-149,518,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu7410,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,97.742,96,4.44E-154,532,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
